,agey,area12y_hokkaido,area12y_aomori,area12y_iwate,area12y_miyagi,area12y_akita,area12y_yamagata,area12y_fukushima,area12y_ibaraki,area12y_tochigi,area12y_gumma,area12y_saitama,area12y_chiba,area12y_tokyo,area12y_kanagawa,area12y_niigata,area12y_toyama,area12y_ishikawa,area12y_fukui,area12y_yamanashi,area12y_nagano,area12y_gifu,area12y_shizuoka,area12y_aichi,area12y_mie,area12y_shiga,area12y_kyoto,area12y_osaka,area12y_hyogo,area12y_nara,area12y_wakayama,area12y_tottori,area12y_shimane,area12y_okayama,area12y_hiroshima,area12y_yamaguchi,area12y_tokushima,area12y_kagawa,area12y_ehime,area12y_kouchi,area12y_fukuoka,area12y_saga,area12y_nagasaki,area12y_kumamoto,area12y_ooita,area12y_miyazaki,area12y_kagoshima,area12y_okinawa
0,15,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,0.024096385542168676,0.0,0.0,0.03614457831325301,0.7951807228915663,0.0,0.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0,0.024096385542168676,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,0.005154639175257732,0.0,0.010309278350515464,0.0,0.0,0.0,0.005154639175257732,0.020618556701030927,0.030927835051546393,0.020618556701030927,0.015463917525773196,0.02577319587628866,0.04639175257731959,0.7216494845360825,0.010309278350515464,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.010309278350515464,0.015463917525773196,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,0.005555555555555556,0.005555555555555556,0.0,0.016666666666666666,0.0,0.027777777777777776,0.011111111111111112,0.011111111111111112,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.005555555555555556,0.05555555555555555,0.6722222222222223,0.022222222222222223,0.0,0.0,0.0,0.027777777777777776,0.011111111111111112,0.005555555555555556,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,18,0.0,0.0,0.005970149253731343,0.005970149253731343,0.0,0.014925373134328358,0.026865671641791045,0.020895522388059702,0.014925373134328358,0.026865671641791045,0.020895522388059702,0.01791044776119403,0.05970149253731343,0.6477611940298508,0.01791044776119403,0.0029850746268656717,0.0,0.0029850746268656717,0.023880597014925373,0.011940298507462687,0.0,0.011940298507462687,0.0,0.0,0.0,0.0,0.0029850746268656717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029850746268656717,0.0,0.0,0.0,0.005970149253731343,0.0,0.0,0.0,0.0
4,19,0.0022222222222222222,0.0,0.0022222222222222222,0.02,0.008888888888888889,0.024444444444444446,0.013333333333333334,0.028888888888888888,0.03111111111111111,0.022222222222222223,0.008888888888888889,0.024444444444444446,0.1288888888888889,0.5355555555555556,0.028888888888888888,0.0022222222222222222,0.0,0.0,0.0022222222222222222,0.022222222222222223,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.0044444444444444444,0.0,0.0022222222222222222,0.0022222222222222222,0.0,0.0022222222222222222,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0
5,20,0.0019723865877712033,0.0,0.0039447731755424065,0.02564102564102564,0.01775147928994083,0.01775147928994083,0.01775147928994083,0.013806706114398421,0.021696252465483234,0.01775147928994083,0.01972386587771203,0.015779092702169626,0.11439842209072978,0.534516765285996,0.03155818540433925,0.0019723865877712033,0.0019723865877712033,0.0,0.015779092702169626,0.01972386587771203,0.0,0.015779092702169626,0.0019723865877712033,0.0,0.0019723865877712033,0.0,0.0,0.005917159763313609,0.0,0.0039447731755424065,0.0,0.0039447731755424065,0.0,0.0019723865877712033,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0019723865877712033,0.0019723865877712033,0.0019723865877712033,0.0019723865877712033,0.0,0.0,0.0039447731755424065,0.0
6,21,0.0033277870216306157,0.0033277870216306157,0.0016638935108153079,0.048252911813643926,0.008319467554076539,0.02329450915141431,0.03494176372712146,0.033277870216306155,0.03993344425956739,0.04991680532445923,0.021630615640599003,0.018302828618968387,0.10981697171381032,0.4226289517470882,0.04492512479201331,0.0066555740432612314,0.0016638935108153079,0.0,0.014975041597337771,0.013311148086522463,0.0,0.013311148086522463,0.0,0.0,0.0016638935108153079,0.0016638935108153079,0.004991680532445923,0.004991680532445923,0.0,0.0,0.0,0.0,0.0016638935108153079,0.0016638935108153079,0.0016638935108153079,0.0,0.0016638935108153079,0.0,0.0,0.0033277870216306157,0.0,0.0016638935108153079,0.0016638935108153079,0.0033277870216306157,0.0,0.004991680532445923,0.0
7,22,0.010033444816053512,0.006688963210702341,0.011705685618729096,0.020066889632107024,0.005016722408026756,0.026755852842809364,0.05351170568561873,0.03511705685618729,0.03177257525083612,0.0451505016722408,0.021739130434782608,0.01839464882943144,0.10535117056856187,0.3979933110367893,0.06688963210702341,0.0016722408026755853,0.0016722408026755853,0.0,0.013377926421404682,0.02508361204013378,0.0,0.01839464882943144,0.0033444816053511705,0.0016722408026755853,0.0,0.0,0.005016722408026756,0.005016722408026756,0.0,0.0,0.0,0.0016722408026755853,0.0033444816053511705,0.0016722408026755853,0.0,0.0,0.0,0.0033444816053511705,0.0,0.0016722408026755853,0.0016722408026755853,0.0,0.0016722408026755853,0.0016722408026755853,0.0,0.010033444816053512,0.0
8,23,0.004580152671755725,0.004580152671755725,0.0061068702290076335,0.04732824427480916,0.016793893129770993,0.04732824427480916,0.04580152671755725,0.022900763358778626,0.025954198473282442,0.0366412213740458,0.015267175572519083,0.021374045801526718,0.11297709923664122,0.35725190839694654,0.05801526717557252,0.007633587786259542,0.0015267175572519084,0.0015267175572519084,0.021374045801526718,0.01984732824427481,0.0015267175572519084,0.012213740458015267,0.0030534351145038168,0.0030534351145038168,0.0,0.0,0.0030534351145038168,0.0030534351145038168,0.0,0.0015267175572519084,0.0,0.0,0.0,0.0030534351145038168,0.0015267175572519084,0.0,0.0015267175572519084,0.0,0.0015267175572519084,0.0030534351145038168,0.0015267175572519084,0.0,0.0,0.0030534351145038168,0.0015267175572519084,0.013740458015267175,0.0
9,24,0.004629629629629629,0.0015432098765432098,0.010802469135802469,0.040123456790123455,0.021604938271604937,0.033950617283950615,0.06635802469135803,0.030864197530864196,0.041666666666666664,0.05401234567901234,0.015432098765432098,0.026234567901234566,0.15123456790123457,0.3055555555555556,0.05555555555555555,0.0030864197530864196,0.0,0.0015432098765432098,0.013888888888888888,0.021604938271604937,0.0030864197530864196,0.015432098765432098,0.0030864197530864196,0.0015432098765432098,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,0.0,0.0015432098765432098,0.0,0.0015432098765432098,0.006172839506172839,0.0015432098765432098,0.0015432098765432098,0.0015432098765432098,0.0015432098765432098,0.0,0.007716049382716049,0.0
10,25,0.0060882800608828,0.0015220700152207,0.0106544901065449,0.0471841704718417,0.0136986301369863,0.0319634703196347,0.0380517503805175,0.0334855403348554,0.0258751902587519,0.0380517503805175,0.0228310502283105,0.0136986301369863,0.1506849315068493,0.3272450532724505,0.0639269406392694,0.0,0.0,0.0015220700152207,0.0213089802130898,0.0213089802130898,0.0,0.0213089802130898,0.0030441400304414,0.0030441400304414,0.0,0.0030441400304414,0.0045662100456621,0.0030441400304414,0.0,0.0,0.0,0.0030441400304414,0.0030441400304414,0.0,0.0045662100456621,0.0015220700152207,0.0,0.0,0.0,0.0060882800608828,0.0015220700152207,0.0,0.0030441400304414,0.0030441400304414,0.0,0.0045662100456621,0.0
11,26,0.006230529595015576,0.006230529595015576,0.00778816199376947,0.0514018691588785,0.018691588785046728,0.048286604361370715,0.04984423676012461,0.03582554517133956,0.0529595015576324,0.04205607476635514,0.024922118380062305,0.012461059190031152,0.1277258566978193,0.2897196261682243,0.06074766355140187,0.006230529595015576,0.0,0.001557632398753894,0.024922118380062305,0.02336448598130841,0.001557632398753894,0.021806853582554516,0.003115264797507788,0.0,0.003115264797507788,0.001557632398753894,0.0,0.001557632398753894,0.0,0.0,0.003115264797507788,0.0,0.001557632398753894,0.004672897196261682,0.001557632398753894,0.0,0.001557632398753894,0.003115264797507788,0.0,0.00778816199376947,0.003115264797507788,0.004672897196261682,0.0,0.001557632398753894,0.0,0.003115264797507788,0.0
12,27,0.018363939899833055,0.00667779632721202,0.00667779632721202,0.03005008347245409,0.018363939899833055,0.038397328881469114,0.04340567612687813,0.028380634390651086,0.045075125208681135,0.028380634390651086,0.015025041736227046,0.01669449081803005,0.13689482470784642,0.32053422370617696,0.06176961602671119,0.00333889816360601,0.0,0.0,0.015025041736227046,0.02337228714524207,0.005008347245409015,0.025041736227045076,0.00667779632721202,0.001669449081803005,0.0,0.001669449081803005,0.005008347245409015,0.005008347245409015,0.0,0.001669449081803005,0.00333889816360601,0.0,0.00333889816360601,0.001669449081803005,0.00333889816360601,0.0,0.0,0.001669449081803005,0.00333889816360601,0.00667779632721202,0.001669449081803005,0.005008347245409015,0.001669449081803005,0.001669449081803005,0.0,0.001669449081803005,0.00667779632721202
13,28,0.00992063492063492,0.001984126984126984,0.007936507936507936,0.03968253968253968,0.00992063492063492,0.031746031746031744,0.06547619047619048,0.03571428571428571,0.037698412698412696,0.03571428571428571,0.03571428571428571,0.027777777777777776,0.14484126984126985,0.3055555555555556,0.047619047619047616,0.007936507936507936,0.001984126984126984,0.0,0.017857142857142856,0.017857142857142856,0.001984126984126984,0.013888888888888888,0.001984126984126984,0.003968253968253968,0.0,0.0,0.0,0.005952380952380952,0.0,0.001984126984126984,0.001984126984126984,0.003968253968253968,0.0,0.007936507936507936,0.0,0.0,0.0,0.001984126984126984,0.001984126984126984,0.003968253968253968,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.001984126984126984,0.0,0.005952380952380952,0.0
14,29,0.004228329809725159,0.006342494714587738,0.004228329809725159,0.03382663847780127,0.008456659619450317,0.023255813953488372,0.052854122621564484,0.02536997885835095,0.03805496828752643,0.040169133192389,0.02536997885835095,0.02536997885835095,0.1416490486257928,0.35095137420718814,0.05708245243128964,0.0,0.0021141649048625794,0.0021141649048625794,0.016913319238900635,0.014799154334038054,0.0,0.019027484143763214,0.004228329809725159,0.0,0.0,0.0021141649048625794,0.008456659619450317,0.0021141649048625794,0.0,0.004228329809725159,0.0021141649048625794,0.0,0.004228329809725159,0.0,0.0,0.0021141649048625794,0.0,0.0021141649048625794,0.0021141649048625794,0.006342494714587738,0.004228329809725159,0.0,0.0,0.0,0.0,0.012684989429175475,0.0
15,30,0.015873015873015872,0.001984126984126984,0.003968253968253968,0.03571428571428571,0.021825396825396824,0.03571428571428571,0.06547619047619048,0.02976190476190476,0.0496031746031746,0.027777777777777776,0.025793650793650792,0.03373015873015873,0.16666666666666666,0.27380952380952384,0.051587301587301584,0.007936507936507936,0.001984126984126984,0.0,0.007936507936507936,0.023809523809523808,0.0,0.031746031746031744,0.003968253968253968,0.003968253968253968,0.003968253968253968,0.003968253968253968,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.003968253968253968,0.001984126984126984,0.001984126984126984,0.0,0.001984126984126984,0.001984126984126984,0.003968253968253968,0.001984126984126984,0.00992063492063492,0.0
16,31,0.022494887525562373,0.010224948875255624,0.012269938650306749,0.026584867075664622,0.010224948875255624,0.03885480572597137,0.0408997955010225,0.034764826175869123,0.04294478527607362,0.05930470347648262,0.024539877300613498,0.026584867075664622,0.1492842535787321,0.2903885480572597,0.06748466257668712,0.00408997955010225,0.00408997955010225,0.0,0.022494887525562373,0.0081799591002045,0.0,0.018404907975460124,0.006134969325153374,0.006134969325153374,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.00408997955010225,0.00408997955010225,0.00408997955010225,0.002044989775051125,0.0,0.002044989775051125,0.0,0.00408997955010225,0.002044989775051125,0.0,0.0,0.0081799591002045,0.00408997955010225
17,32,0.010917030567685589,0.004366812227074236,0.015283842794759825,0.028384279475982533,0.013100436681222707,0.028384279475982533,0.05895196506550218,0.028384279475982533,0.03056768558951965,0.039301310043668124,0.026200873362445413,0.015283842794759825,0.1812227074235808,0.314410480349345,0.05021834061135371,0.008733624454148471,0.0,0.004366812227074236,0.010917030567685589,0.017467248908296942,0.002183406113537118,0.021834061135371178,0.002183406113537118,0.004366812227074236,0.0,0.0,0.002183406113537118,0.013100436681222707,0.0,0.002183406113537118,0.0,0.0,0.0,0.002183406113537118,0.004366812227074236,0.002183406113537118,0.0,0.004366812227074236,0.0,0.008733624454148471,0.002183406113537118,0.004366812227074236,0.002183406113537118,0.0,0.0,0.004366812227074236,0.0
18,33,0.02040816326530612,0.0,0.017857142857142856,0.03316326530612245,0.02040816326530612,0.04336734693877551,0.02806122448979592,0.02806122448979592,0.04591836734693878,0.05102040816326531,0.01020408163265306,0.030612244897959183,0.1683673469387755,0.29846938775510207,0.05102040816326531,0.002551020408163265,0.0,0.0,0.002551020408163265,0.025510204081632654,0.0,0.025510204081632654,0.00510204081632653,0.00510204081632653,0.0,0.002551020408163265,0.002551020408163265,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.002551020408163265,0.002551020408163265,0.0,0.00510204081632653,0.002551020408163265,0.0,0.002551020408163265,0.0,0.002551020408163265,0.002551020408163265,0.00510204081632653,0.002551020408163265,0.0,0.007653061224489796
19,34,0.012254901960784314,0.0024509803921568627,0.012254901960784314,0.029411764705882353,0.024509803921568627,0.0196078431372549,0.056372549019607844,0.04656862745098039,0.029411764705882353,0.031862745098039214,0.04411764705882353,0.03431372549019608,0.1323529411764706,0.27205882352941174,0.049019607843137254,0.007352941176470588,0.004901960784313725,0.0024509803921568627,0.022058823529411766,0.0196078431372549,0.0024509803921568627,0.02696078431372549,0.00980392156862745,0.0,0.0,0.0,0.0024509803921568627,0.004901960784313725,0.0,0.0,0.0,0.0024509803921568627,0.0024509803921568627,0.00980392156862745,0.0024509803921568627,0.0,0.0,0.0,0.004901960784313725,0.004901960784313725,0.0024509803921568627,0.012254901960784314,0.0,0.0,0.0,0.0,0.0024509803921568627
20,35,0.0225,0.0075,0.01,0.035,0.01,0.0525,0.045,0.04,0.0525,0.0275,0.025,0.05,0.1175,0.25,0.0675,0.005,0.0,0.0025,0.0225,0.0275,0.0,0.03,0.005,0.0,0.0025,0.0,0.01,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0025,0.005,0.0,0.0025,0.005,0.0,0.015,0.0,0.0025,0.0025,0.0025,0.0025,0.005,0.0
21,36,0.015765765765765764,0.009009009009009009,0.009009009009009009,0.04954954954954955,0.015765765765765764,0.033783783783783786,0.05855855855855856,0.038288288288288286,0.05405405405405406,0.04954954954954955,0.018018018018018018,0.033783783783783786,0.10810810810810811,0.24774774774774774,0.08783783783783784,0.006756756756756757,0.0045045045045045045,0.0022522522522522522,0.015765765765765764,0.02252252252252252,0.0022522522522522522,0.03153153153153153,0.0022522522522522522,0.0,0.0022522522522522522,0.0045045045045045045,0.0022522522522522522,0.0045045045045045045,0.0,0.0,0.0,0.0022522522522522522,0.0,0.0045045045045045045,0.0,0.0,0.0022522522522522522,0.0,0.0,0.009009009009009009,0.0022522522522522522,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0045045045045045045
